year,selling_price,km_driven,fuel,seller_type,owner,brand
11,2.6,97.7,Petrol,Individual,Other,Hyundai
16,6.4,36.0,Diesel,Individual,Second Owner,Honda
8,2.2,90.0,Diesel,Individual,Second Owner,Tata
15,4.65,130.0,Diesel,Individual,First Owner,Volkswagen
10,2.29999,120.0,Diesel,Individual,Second Owner,Maruti
18,4.25,15.0,Petrol,Individual,First Owner,Maruti
8,0.95,120.0,Petrol,Individual,Third Owner,Tata
12,1.7,170.0,Other,Individual,Third Owner,Hyundai
16,2.29999,37.5,Petrol,Individual,Second Owner,Datsun
-1,0.45,50.0,Petrol,Individual,Third Owner,Maruti
7,4.79,145.0,Petrol,Individual,Third Owner,Maruti
16,3.7,60.0,Petrol,Individual,First Owner,Mahindra
16,3.4,30.0,Petrol,Individual,First Owner,Hyundai
16,6.2,35.0,Petrol,Individual,First Owner,Maruti
12,2.7,60.0,Diesel,Individual,First Owner,Tata
18,4.0,35.0,Diesel,Individual,First Owner,Tata
15,2.6,40.0,Petrol,Individual,First Owner,Maruti
3,0.48,50.0,Petrol,Individual,Other,Hyundai
15,1.0,23.8,Petrol,Individual,Second Owner,Tata
15,4.9,70.0,Diesel,Individual,First Owner,Nissan
10,1.2,90.0,Other,Individual,Second Owner,Maruti
8,1.25,102.0,Petrol,Individual,Second Owner,Hyundai
13,1.6,80.0,Petrol,Individual,First Owner,Hyundai
19,1.9,5.0,Petrol,Individual,First Owner,Maruti
19,17.0,10.0,Diesel,Individual,First Owner,Tata
11,2.5,50.0,Petrol,Individual,First Owner,Hyundai
19,5.0,15.0,Petrol,Individual,First Owner,Maruti
8,4.0,35.0,Petrol,Individual,Second Owner,Toyota
11,5.0,20.0,Petrol,Individual,First Owner,Fiat
14,18.0,99.0,Diesel,Individual,First Owner,Toyota
8,3.2,90.0,Petrol,Individual,First Owner,Honda
7,2.5,47.0,Petrol,Dealer,First Owner,Honda
10,1.05,90.0,Diesel,Individual,Third Owner,Ford
18,5.5,20.0,Petrol,Individual,First Owner,Hyundai
19,6.0,1.1,Petrol,Individual,First Owner,Hyundai
20,2.1,40.0,Petrol,Individual,First Owner,Maruti
12,2.1,15.0,Petrol,Individual,First Owner,Maruti
9,1.5,40.0,Petrol,Individual,First Owner,Maruti
8,1.25,60.0,Petrol,Individual,First Owner,Hyundai
16,3.8,20.0,Petrol,Individual,First Owner,Maruti
19,6.0,5.0,Petrol,Individual,First Owner,Maruti
16,4.9,27.0,Petrol,Individual,First Owner,Maruti
18,5.45,38.0,Diesel,Individual,Second Owner,Maruti
15,2.5,25.0,Petrol,Individual,First Owner,Maruti
20,10.5,1.1,Petrol,Individual,First Owner,Hyundai
7,1.0,100.0,Petrol,Individual,First Owner,Maruti
14,2.5,100.0,Diesel,Individual,Second Owner,Ford
7,1.0,110.0,Petrol,Individual,First Owner,Maruti
16,3.5,60.0,Diesel,Individual,Second Owner,Ford
12,3.7,70.0,Diesel,Individual,Second Owner,Renault
4,1.21,110.0,Petrol,Individual,Second Owner,Maruti
17,5.7,44.077,Petrol,Dealer,First Owner,Ford
17,7.85,24.0,Diesel,Individual,First Owner,Maruti
18,8.5,30.0,Diesel,Individual,First Owner,Maruti
16,3.75,30.0,Petrol,Individual,Second Owner,Maruti
17,6.19,40.0,Petrol,Individual,First Owner,Maruti
11,3.35,90.0,Diesel,Individual,Second Owner,Chevrolet
6,5.0,50.0,Diesel,Individual,First Owner,Toyota
3,0.6,100.0,Petrol,Individual,Second Owner,Maruti
10,1.3,50.0,Petrol,Individual,Second Owner,Maruti
15,2.1,210.0,Diesel,Individual,First Owner,Mahindra
19,19.0,20.0,Diesel,Individual,First Owner,Toyota
13,2.7,70.0,Diesel,Individual,Second Owner,Tata
10,2.25,100.0,Petrol,Individual,Second Owner,Maruti
11,1.5,160.0,Petrol,Individual,Second Owner,Maruti
13,1.73,70.0,Diesel,Individual,First Owner,Chevrolet
18,48.0,9.422,Diesel,Individual,First Owner,BMW
17,7.1,110.0,Diesel,Individual,First Owner,Volkswagen
19,15.0,20.0,Petrol,Individual,First Owner,Toyota
17,5.5,20.0,Petrol,Individual,First Owner,Maruti
8,0.58,70.0,Petrol,Individual,Second Owner,Maruti
12,12.0,60.0,Petrol,Individual,Third Owner,Audi
13,5.0,150.0,Diesel,Individual,First Owner,Mahindra
9,1.2,83.0,Petrol,Individual,Second Owner,Maruti
12,3.0,250.0,Diesel,Individual,First Owner,Toyota
18,3.0,30.0,Petrol,Individual,First Owner,Hyundai
15,2.95,21.0,Petrol,Individual,First Owner,Datsun
18,5.87,80.0,Other,Individual,First Owner,Maruti
12,4.3,50.0,Petrol,Individual,Second Owner,Other
7,1.23,50.0,Petrol,Individual,Second Owner,Hyundai
12,4.5,48.5,Diesel,Individual,Second Owner,Skoda
7,1.3,60.0,Petrol,Individual,Third Owner,Maruti
10,1.1,90.0,Diesel,Individual,Second Owner,Tata
10,2.0,240.0,Diesel,Individual,Third Owner,Mahindra
15,3.2,70.0,Petrol,Individual,Second Owner,Hyundai
14,3.0,50.0,Petrol,Individual,First Owner,Maruti
16,3.5,110.0,Petrol,Individual,First Owner,Volkswagen
18,8.0,50.0,Petrol,Individual,First Owner,Maruti
16,2.7,175.0,Diesel,Individual,First Owner,Hyundai
17,5.4,60.0,Petrol,Individual,First Owner,Hyundai
11,1.6,60.0,Other,Individual,Second Owner,Maruti
13,3.4,100.0,Diesel,Individual,Second Owner,Maruti
17,3.5,40.0,Petrol,Individual,Second Owner,Maruti
11,3.0,100.0,Diesel,Individual,First Owner,Volkswagen
13,3.3,63.0,Diesel,Individual,First Owner,Maruti
16,3.25,80.0,Other,Individual,Second Owner,Maruti
13,2.5,55.0,Diesel,Individual,First Owner,Maruti
13,2.5,55.0,Diesel,Individual,First Owner,Maruti
15,2.4,60.0,Petrol,Individual,First Owner,Chevrolet
20,5.45,5.0,Petrol,Individual,First Owner,Hyundai
15,3.0,48.0,Petrol,Dealer,First Owner,Hyundai
10,1.3,80.0,Petrol,Individual,Second Owner,Chevrolet
17,2.4,50.0,Petrol,Individual,First Owner,Renault
18,3.6,15.0,Petrol,Individual,First Owner,Renault
12,2.5,70.0,Diesel,Individual,First Owner,Hyundai
19,4.75,105.0,Diesel,Dealer,First Owner,Skoda
16,6.0,50.0,Diesel,Individual,Second Owner,Hyundai
10,1.5,80.0,Diesel,Individual,Second Owner,Tata
17,7.0,50.0,Diesel,Individual,First Owner,Ford
16,12.9,5.0,Diesel,Individual,First Owner,Mahindra
4,0.8,58.0,Petrol,Individual,First Owner,Hyundai
15,4.25,12.0,Petrol,Individual,First Owner,Hyundai
18,5.0,10.0,Petrol,Individual,First Owner,Maruti
12,1.93,45.0,Petrol,Individual,Second Owner,Hyundai
15,8.0,10.0,Petrol,Individual,First Owner,Honda
8,1.5,50.0,Petrol,Individual,First Owner,Maruti
2,0.8,40.0,Petrol,Individual,Other,Maruti
10,1.3,100.0,Diesel,Individual,Third Owner,Ford
12,2.8,80.0,Diesel,Individual,Second Owner,Ford
11,2.29999,110.0,Diesel,Individual,Second Owner,Mahindra
8,0.8,120.0,Petrol,Individual,First Owner,Maruti
10,0.7,10.0,Petrol,Individual,First Owner,Tata
13,2.4,60.0,Diesel,Individual,Second Owner,Maruti
10,3.8,72.0,Diesel,Individual,Second Owner,Mahindra
13,2.4,60.0,Diesel,Individual,Second Owner,Maruti
6,0.8,110.0,Petrol,Individual,First Owner,Hyundai
13,2.65,50.0,Petrol,Individual,First Owner,Hyundai
18,3.2,25.0,Petrol,Individual,First Owner,Hyundai
14,5.0,120.0,Diesel,Individual,Third Owner,Nissan
16,13.0,55.0,Diesel,Individual,First Owner,Hyundai
18,15.0,35.0,Diesel,Individual,First Owner,Mahindra
16,18.0,110.0,Diesel,Individual,First Owner,Toyota
14,6.0,80.0,Diesel,Individual,Second Owner,Mahindra
18,4.2,80.0,Petrol,Individual,First Owner,Tata
9,1.4,120.0,Petrol,Individual,First Owner,Maruti
10,3.0,100.0,Diesel,Individual,Second Owner,Skoda
6,1.0,60.0,Petrol,Dealer,Second Owner,Hyundai
17,3.5,25.0,Petrol,Dealer,First Owner,Maruti
18,8.5,19.0,Petrol,Dealer,First Owner,Ford
8,1.4,54.0,Petrol,Dealer,First Owner,Maruti
15,5.5,17.1,Petrol,Dealer,Second Owner,Ford
17,5.25,19.0,Petrol,Dealer,First Owner,Hyundai
15,4.7,146.0,Diesel,Dealer,First Owner,Ford
13,9.0,98.0,Diesel,Dealer,First Owner,Ford
11,5.0,224.642,Diesel,Dealer,Second Owner,Ford
-2,0.8,120.0,Petrol,Individual,Second Owner,Maruti
11,1.75,175.0,Diesel,Individual,First Owner,Mahindra
17,13.5,15.0,Diesel,Individual,Second Owner,Mahindra
17,8.0,50.0,Diesel,Individual,First Owner,Renault
17,2.5,15.0,Petrol,Individual,First Owner,Datsun
18,7.0,25.0,Petrol,Individual,First Owner,Maruti
19,8.0,25.0,Diesel,Individual,First Owner,Tata
13,6.6,69.0,Diesel,Individual,First Owner,Mahindra
15,4.65,60.0,Diesel,Individual,Third Owner,Maruti
6,1.8,222.435,Diesel,Individual,Second Owner,Mahindra
17,6.0,66.0,Diesel,Individual,Third Owner,Maruti
10,1.5,110.0,Petrol,Individual,First Owner,Ford
14,4.5,78.0,Diesel,Individual,Second Owner,Hyundai
19,7.21,10.0,Petrol,Individual,First Owner,Hyundai
18,3.0,35.0,Petrol,Individual,First Owner,Maruti
19,10.0,10.0,Diesel,Individual,First Owner,Mahindra
16,3.0,40.0,Petrol,Individual,First Owner,Renault
13,4.5,120.0,Diesel,Individual,First Owner,Mahindra
-3,0.79,70.0,Petrol,Individual,First Owner,Maruti
17,5.45,40.0,Diesel,Individual,First Owner,Ford
18,8.44999,20.0,Diesel,Individual,First Owner,Honda
16,7.0,93.0,Diesel,Individual,First Owner,Skoda
16,6.5,159.0,Diesel,Individual,First Owner,Toyota
14,5.25,75.0,Diesel,Individual,Second Owner,Ford
6,1.1,101.1,Diesel,Individual,Third Owner,Ford
11,1.8,66.0,Diesel,Individual,First Owner,Tata
12,2.8,30.0,Petrol,Individual,Second Owner,Hyundai
19,4.0,10.0,Petrol,Individual,First Owner,Renault
12,6.25,126.0,Diesel,Individual,Second Owner,Mahindra
15,5.35,70.0,Diesel,Individual,First Owner,Volkswagen
17,4.59999,50.0,Diesel,Individual,First Owner,Maruti
10,3.0,100.0,Diesel,Individual,First Owner,Mahindra
7,2.8,60.0,Petrol,Individual,First Owner,Honda
14,5.0,70.0,Petrol,Individual,First Owner,Honda
19,12.0,1.2,Petrol,Individual,First Owner,Hyundai
16,3.0,40.0,Petrol,Individual,First Owner,Renault
11,1.8,80.0,Diesel,Individual,Third Owner,Tata
11,1.8,134.444,Petrol,Individual,Second Owner,Hyundai
9,0.78,120.0,Petrol,Individual,Second Owner,Maruti
11,1.6,120.0,Diesel,Individual,First Owner,Nissan
14,6.0,238.0,Diesel,Individual,First Owner,Mahindra
8,1.1,100.0,Petrol,Individual,Second Owner,Maruti
11,4.5,110.0,Diesel,Individual,Second Owner,Mahindra
19,13.5,35.0,Diesel,Individual,First Owner,Mahindra
3,1.2,165.0,Petrol,Individual,Second Owner,Honda
18,10.4,42.0,Diesel,Individual,First Owner,Honda
14,3.9,70.0,Diesel,Individual,Second Owner,Hyundai
11,0.65,60.0,Petrol,Individual,Second Owner,Tata
13,3.2,115.0,Diesel,Individual,Third Owner,Volkswagen
17,7.2,70.0,Diesel,Individual,First Owner,Volkswagen
7,2.2,80.0,Petrol,Individual,Second Owner,Maruti
11,2.25,65.0,Petrol,Dealer,First Owner,Maruti
10,2.0,150.0,Diesel,Individual,Second Owner,Tata
15,4.34999,75.0,Diesel,Dealer,Second Owner,Toyota
12,3.0,63.7,Diesel,Individual,First Owner,Ford
18,7.0,74.8,Diesel,Individual,First Owner,Honda
9,5.0,105.0,Diesel,Individual,Second Owner,Ford
16,5.0,40.0,Diesel,Individual,First Owner,Renault
16,4.0,90.0,Diesel,Individual,Second Owner,Maruti
15,8.25,75.0,Diesel,Dealer,Second Owner,Toyota
18,7.2,15.0,Diesel,Individual,First Owner,Maruti
9,1.1,30.0,Petrol,Individual,Second Owner,Maruti
14,6.0,100.0,Diesel,Individual,Second Owner,Mahindra
9,2.75,155.0,Diesel,Individual,Third Owner,Mahindra
12,23.49,149.0,Diesel,Individual,Second Owner,Other
17,7.4,60.0,Diesel,Individual,First Owner,Hyundai
17,8.0,90.0,Diesel,Individual,First Owner,Maruti
19,11.0,100.0,Diesel,Individual,First Owner,Hyundai
12,7.5,100.0,Diesel,Individual,Second Owner,BMW
12,2.0,90.0,Petrol,Individual,Second Owner,Maruti
9,2.1,75.0,Diesel,Individual,First Owner,Tata
9,2.7,120.0,Diesel,Individual,Second Owner,Maruti
16,6.3,90.0,Diesel,Individual,Second Owner,Toyota
15,3.75,55.0,Petrol,Individual,First Owner,Hyundai
10,3.0,70.0,Diesel,Individual,First Owner,Mahindra
16,5.8,95.0,Diesel,Individual,Second Owner,Mahindra
14,5.5,50.0,Diesel,Individual,First Owner,Hyundai
16,7.5,50.0,Diesel,Individual,First Owner,Maruti
14,2.5,60.516,Petrol,Individual,First Owner,Maruti
12,4.34999,235.0,Diesel,Individual,Second Owner,Hyundai
7,9.0,76.731,Diesel,Dealer,First Owner,Mercedes-Benz
16,6.85,64.0,Diesel,Dealer,First Owner,Maruti
14,5.4,65.0,Diesel,Dealer,First Owner,Maruti
18,11.65,13.0,Petrol,Dealer,Other,Honda
14,6.1,77.0,Diesel,Dealer,First Owner,Ford
11,2.54999,24.0,Petrol,Dealer,First Owner,Hyundai
14,2.8,63.84,Petrol,Dealer,First Owner,Nissan
17,3.7,25.0,Petrol,Individual,First Owner,Tata
11,4.59999,76.4,Diesel,Individual,Second Owner,Tata
-2,0.42,70.0,Petrol,Individual,Third Owner,Maruti
-2,0.42,70.0,Petrol,Individual,Third Owner,Maruti
11,1.9,80.0,Diesel,Individual,Third Owner,Fiat
10,1.65,100.0,Petrol,Individual,Other,Fiat
17,7.1,40.0,Diesel,Individual,First Owner,Ford
18,12.0,15.0,Petrol,Individual,First Owner,Hyundai
11,2.29999,70.0,Petrol,Individual,First Owner,Maruti
18,3.1,15.0,Petrol,Individual,First Owner,Renault
15,3.2,40.0,Petrol,Individual,First Owner,Maruti
6,1.0,54.0,Petrol,Individual,First Owner,Maruti
9,1.6,90.0,Diesel,Individual,First Owner,Hyundai
7,0.6,52.0,Petrol,Individual,First Owner,Maruti
12,1.0,200.0,Diesel,Individual,Third Owner,Tata
16,3.5,35.0,Diesel,Individual,Second Owner,Chevrolet
17,7.0,60.0,Diesel,Individual,First Owner,Renault
17,3.0,31.489,Petrol,Individual,First Owner,Maruti
18,8.3,40.0,Diesel,Individual,First Owner,Hyundai
13,2.2,110.0,Diesel,Individual,First Owner,Mahindra
9,1.3,50.0,Diesel,Individual,First Owner,Tata
12,3.3,44.0,Petrol,Individual,First Owner,Hyundai
10,2.54999,90.0,Petrol,Individual,Second Owner,Honda
14,6.0,50.0,Petrol,Individual,Second Owner,Hyundai
12,2.1,50.0,Petrol,Individual,First Owner,Hyundai
7,1.2,81.366,Petrol,Individual,First Owner,Maruti
6,0.95,110.0,Petrol,Individual,First Owner,Maruti
6,2.29999,300.0,Diesel,Individual,First Owner,Toyota
10,2.29999,70.0,Petrol,Individual,First Owner,Hyundai
13,4.0,100.0,Diesel,Individual,First Owner,Hyundai
5,3.0,70.0,Petrol,Individual,Second Owner,Maruti
13,3.0,50.0,Diesel,Individual,First Owner,Ford
9,0.8,180.0,Diesel,Individual,Second Owner,Ford
8,0.8,50.0,Petrol,Individual,Second Owner,Maruti
7,1.0,90.0,Petrol,Individual,Second Owner,Maruti
12,3.0,110.0,Diesel,Individual,First Owner,Tata
18,7.0,26.0,Petrol,Individual,First Owner,Maruti
16,9.75,65.0,Diesel,Individual,First Owner,Maruti
9,5.0,130.0,Diesel,Individual,First Owner,Chevrolet
13,5.5,75.0,Diesel,Individual,Second Owner,Renault
14,5.5,110.0,Diesel,Individual,Second Owner,Nissan
14,2.4,50.0,Petrol,Individual,First Owner,Maruti
-3,0.5,80.0,Petrol,Individual,Second Owner,Maruti
9,1.2,80.0,Petrol,Individual,Second Owner,Tata
13,9.0,60.0,Petrol,Individual,Second Owner,Maruti
9,2.5,90.0,Petrol,Individual,Second Owner,Honda
17,2.8,36.0,Petrol,Individual,First Owner,Renault
10,0.85,87.0,Diesel,Individual,First Owner,Tata
11,0.9,80.0,Diesel,Individual,First Owner,Tata
15,5.0,50.0,Diesel,Individual,First Owner,Chevrolet
13,2.0,60.0,Petrol,Individual,First Owner,Maruti
15,2.5,50.0,Petrol,Individual,First Owner,Renault
14,1.85,40.0,Diesel,Individual,Third Owner,Maruti
8,1.0,60.0,Petrol,Individual,Second Owner,Hyundai
15,6.1,55.0,Diesel,Individual,First Owner,Toyota
12,2.9,80.0,Diesel,Individual,First Owner,Mahindra
12,3.0,295.0,Diesel,Individual,First Owner,Mahindra
15,2.25,80.0,Petrol,Individual,First Owner,Hyundai
17,3.2,50.0,Petrol,Individual,Second Owner,Maruti
12,1.35,158.0,Diesel,Individual,Third Owner,Tata
6,4.0,400.0,Diesel,Individual,Third Owner,Toyota
16,4.0,25.0,Petrol,Individual,First Owner,Maruti
17,5.7,35.0,Petrol,Individual,First Owner,Hyundai
18,5.0,12.0,Petrol,Individual,First Owner,Maruti
15,1.3,70.0,Petrol,Individual,First Owner,Maruti
18,3.6,4.0,Petrol,Individual,First Owner,Tata
17,5.3,10.832,Petrol,Dealer,First Owner,Ford
9,2.5,50.0,Petrol,Individual,First Owner,Hyundai
16,6.0,19.495,Petrol,Dealer,First Owner,Nissan
13,5.7,62.668,Diesel,Dealer,First Owner,Renault
13,8.5,85.71,Diesel,Dealer,First Owner,Mahindra
11,2.5,55.13,Diesel,Dealer,Second Owner,Ford
14,5.8,63.356,Diesel,Dealer,Second Owner,Ford
12,16.8,129.627,Diesel,Dealer,First Owner,Toyota
10,1.8,15.0,Petrol,Individual,First Owner,Chevrolet
17,3.0,50.0,Petrol,Individual,First Owner,Tata
12,2.69,70.0,Petrol,Individual,Second Owner,Toyota
18,2.31999,20.0,Petrol,Individual,First Owner,Maruti
11,1.5,60.0,Petrol,Individual,Third Owner,Chevrolet
17,4.95,5.0,Petrol,Individual,First Owner,Hyundai
14,7.0,15.0,Petrol,Individual,First Owner,Maruti
18,4.0,4.4,Petrol,Individual,Second Owner,Datsun
19,5.99,15.0,Diesel,Individual,Third Owner,Mahindra
13,4.21,45.0,Diesel,Individual,First Owner,Renault
18,8.41,1.0,Diesel,Individual,First Owner,Ford
14,2.95,38.5,Petrol,Individual,First Owner,Hyundai
11,2.2,25.0,Petrol,Individual,First Owner,Hyundai
13,2.5,35.0,Diesel,Individual,First Owner,Ford
9,11.0,110.0,Diesel,Individual,Second Owner,Toyota
12,3.0,40.0,Petrol,Individual,First Owner,Hyundai
7,0.8,110.0,Petrol,Individual,Second Owner,Chevrolet
13,2.15,20.0,Diesel,Individual,Third Owner,Chevrolet
12,2.45,14.987,Petrol,Dealer,First Owner,Hyundai
16,6.5,25.061,Diesel,Dealer,First Owner,Ford
17,7.6,42.494,Diesel,Dealer,First Owner,Ford
14,3.95,44.875,Diesel,Dealer,First Owner,Honda
14,2.8,89.741,Diesel,Dealer,Second Owner,Ford
16,4.95,65.0,Diesel,Dealer,First Owner,Honda
16,5.25,35.0,Diesel,Dealer,First Owner,Honda
9,4.2,347.089,Diesel,Dealer,First Owner,Toyota
10,2.1,34.5,Diesel,Individual,First Owner,Tata
18,6.5,30.0,Petrol,Individual,First Owner,Hyundai
18,23.0,39.0,Diesel,Individual,First Owner,BMW
19,5.25,16.0,Diesel,Individual,First Owner,Ford
10,1.95,80.0,Other,Individual,Second Owner,Maruti
16,6.5,60.0,Diesel,Individual,First Owner,Maruti
15,5.4,110.0,Diesel,Individual,First Owner,Mahindra
14,1.8,61.0,Petrol,Individual,First Owner,Maruti
17,7.5,29.0,Diesel,Individual,First Owner,Mahindra
18,9.8,50.0,Diesel,Individual,First Owner,Maruti
14,2.5,90.0,Diesel,Individual,First Owner,Fiat
18,5.5,35.0,Petrol,Individual,First Owner,Hyundai
15,5.09999,43.0,Petrol,Individual,Second Owner,Volkswagen
17,3.2,50.0,Petrol,Individual,First Owner,Maruti
16,2.75,25.0,Petrol,Individual,First Owner,Hyundai
13,5.5,222.252,Diesel,Individual,First Owner,Mahindra
9,1.45,50.0,Petrol,Individual,Second Owner,Maruti
13,2.5,80.0,Diesel,Individual,First Owner,Fiat
12,5.2,35.0,Diesel,Individual,First Owner,Hyundai
7,0.95,85.0,Petrol,Individual,Second Owner,Maruti
11,7.25,110.0,Diesel,Individual,Third Owner,Toyota
6,0.55,70.0,Petrol,Individual,Second Owner,Maruti
14,6.0,100.0,Diesel,Individual,First Owner,Honda
13,3.3,120.0,Diesel,Individual,Second Owner,Volkswagen
15,4.7,89.0,Diesel,Individual,First Owner,Maruti
13,3.65,120.0,Diesel,Individual,First Owner,Maruti
13,2.5,40.0,Petrol,Individual,Second Owner,Hyundai
17,4.3,17.0,Petrol,Individual,First Owner,Maruti
13,4.0,125.0,Diesel,Individual,Second Owner,Maruti
15,6.15,110.0,Petrol,Individual,Second Owner,Maruti
11,1.5,120.0,Diesel,Individual,Second Owner,Ford
14,2.4,90.0,Diesel,Individual,First Owner,Ford
14,8.0,90.0,Diesel,Individual,First Owner,Mahindra
15,2.4,110.0,Other,Individual,First Owner,Hyundai
14,6.0,87.0,Diesel,Individual,Second Owner,Ford
14,8.0,15.0,Diesel,Individual,First Owner,Mahindra
15,1.6,70.0,Petrol,Individual,First Owner,Hyundai
12,3.5,38.0,Petrol,Individual,First Owner,Ford
11,3.0,64.0,Petrol,Individual,Second Owner,Honda
15,3.99,55.25,Diesel,Individual,First Owner,Tata
11,3.0,110.0,Diesel,Individual,First Owner,Mahindra
12,1.5,70.0,Petrol,Individual,First Owner,Maruti
10,3.2,60.0,Diesel,Individual,Third Owner,Chevrolet
18,12.8,17.0,Diesel,Individual,First Owner,Tata
17,3.0,13.0,Petrol,Individual,Second Owner,Renault
16,10.0,60.0,Diesel,Individual,First Owner,Nissan
12,10.9,120.0,Diesel,Individual,Second Owner,Other
12,4.5,97.0,Diesel,Individual,Second Owner,Tata
7,0.6,130.0,Petrol,Individual,Second Owner,Tata
13,5.0,50.0,Petrol,Individual,First Owner,Maruti
12,2.0,120.0,Diesel,Individual,Second Owner,Tata
15,6.5,68.0,Diesel,Individual,First Owner,Ford
6,0.6,100.0,Petrol,Individual,Second Owner,Maruti
13,2.50999,80.0,Diesel,Individual,First Owner,Maruti
12,1.85,67.0,Other,Dealer,Second Owner,Hyundai
15,1.55,60.0,Petrol,Individual,First Owner,Maruti
19,6.0,5.0,Petrol,Individual,First Owner,Maruti
16,3.0,20.0,Petrol,Individual,First Owner,Renault
18,8.5,12.5,Petrol,Individual,First Owner,Hyundai
19,4.7,4.0,Other,Individual,First Owner,Maruti
19,6.0,25.0,Petrol,Individual,First Owner,Ford
13,7.0,70.0,Diesel,Individual,Second Owner,Toyota
7,0.7,162.0,Other,Individual,First Owner,Maruti
10,12.5,205.0,Diesel,Individual,Second Owner,Toyota
8,6.5,70.0,Petrol,Individual,Third Owner,Audi
18,4.5,70.0,Diesel,Individual,Second Owner,Hyundai
14,7.5,100.0,Diesel,Individual,Second Owner,Mahindra
13,7.75,70.0,Diesel,Individual,Second Owner,Toyota
11,8.0,220.0,Diesel,Individual,First Owner,Hyundai
15,3.6,80.0,Petrol,Individual,Second Owner,Honda
10,2.5,120.0,Diesel,Individual,First Owner,Toyota
17,14.9,22.038,Diesel,Individual,First Owner,Other
13,6.0,80.0,Diesel,Individual,First Owner,Nissan
10,1.2,90.0,Petrol,Individual,First Owner,Maruti
12,3.2,140.0,Diesel,Individual,Second Owner,Tata
11,4.0,120.0,Diesel,Individual,Second Owner,Mahindra
15,3.02,60.0,Diesel,Individual,First Owner,Maruti
11,1.3,80.0,Diesel,Individual,Second Owner,Chevrolet
14,1.5,60.0,Petrol,Individual,Second Owner,Maruti
12,2.0,90.0,Diesel,Individual,Second Owner,Tata
12,9.5,80.0,Diesel,Individual,First Owner,Toyota
8,1.2,175.0,Diesel,Individual,Second Owner,Maruti
19,14.0,10.0,Diesel,Individual,First Owner,Mahindra
17,6.2,65.0,Petrol,Individual,First Owner,Hyundai
12,4.49,90.0,Diesel,Individual,First Owner,Toyota
7,1.0,70.0,Petrol,Individual,First Owner,Maruti
18,6.0,2.5,Petrol,Individual,First Owner,Hyundai
16,7.0,35.0,Diesel,Individual,First Owner,Honda
12,2.5,40.0,Diesel,Individual,First Owner,Chevrolet
18,5.5,63.0,Petrol,Individual,First Owner,Maruti
13,6.75,88.0,Diesel,Dealer,First Owner,Skoda
15,5.3,55.0,Diesel,Dealer,First Owner,Nissan
14,3.25,71.014,Diesel,Dealer,First Owner,Chevrolet
15,3.7,60.0,Diesel,Dealer,First Owner,Renault
14,3.6,70.0,Diesel,Individual,First Owner,Skoda
12,6.5,60.0,Petrol,Dealer,First Owner,Skoda
12,1.99,92.0,Diesel,Dealer,Third Owner,Ford
14,2.85,89.126,Diesel,Individual,First Owner,Mahindra
9,2.6,134.0,Diesel,Individual,First Owner,Volkswagen
19,8.69999,15.0,Petrol,Dealer,First Owner,Maruti
16,4.25,42.5,Diesel,Dealer,First Owner,Hyundai
12,4.9,42.0,Diesel,Dealer,First Owner,Chevrolet
15,7.5,70.0,Diesel,Individual,Second Owner,Mahindra
4,1.25,110.0,Petrol,Individual,Third Owner,Honda
14,2.21,131.365,Diesel,Individual,First Owner,Fiat
16,7.24,48.98,Diesel,Dealer,First Owner,Volkswagen
14,4.4,46.0,Petrol,Dealer,First Owner,Honda
9,0.7,60.0,Petrol,Individual,Third Owner,Chevrolet
15,5.11,58.0,Diesel,Dealer,First Owner,Maruti
16,7.9,22.0,Diesel,Dealer,First Owner,Maruti
17,6.4,37.0,Petrol,Individual,First Owner,Hyundai
9,1.2,70.0,Petrol,Individual,Other,Hyundai
12,1.26,98.9,Diesel,Individual,Third Owner,Chevrolet
12,1.2,125.0,Diesel,Individual,First Owner,Chevrolet
17,6.5,60.0,Diesel,Individual,First Owner,Mahindra
14,4.5,80.0,Petrol,Individual,Second Owner,Hyundai
10,1.1,80.0,Other,Individual,Other,Maruti
17,6.0,40.0,Diesel,Individual,First Owner,Mahindra
12,6.2,80.0,Diesel,Individual,Second Owner,Mahindra
14,6.0,30.0,Diesel,Individual,First Owner,Ford
18,7.95,35.0,Diesel,Individual,First Owner,Mahindra
11,3.0,180.0,Diesel,Individual,Third Owner,Tata
15,4.95,60.0,Diesel,Individual,First Owner,Renault
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
15,17.5,127.643,Diesel,Dealer,First Owner,Audi
18,13.5,34.0,Diesel,Individual,First Owner,Tata
14,3.5,145.0,Diesel,Individual,First Owner,Mahindra
18,3.0,25.0,Petrol,Individual,First Owner,Datsun
18,4.0,54.0,Petrol,Dealer,Second Owner,Tata
14,17.5,102.354,Diesel,Dealer,First Owner,Audi
-1,0.7,70.0,Petrol,Individual,Other,Maruti
18,5.0,70.0,Diesel,Individual,First Owner,Nissan
17,25.75,36.0,Diesel,Dealer,First Owner,Audi
14,3.45,58.0,Petrol,Dealer,First Owner,Honda
13,2.2,100.0,Diesel,Individual,First Owner,Tata
14,18.5,62.237,Petrol,Dealer,First Owner,Audi
5,1.14999,90.0,Petrol,Dealer,Second Owner,Hyundai
-1,0.5,100.0,Petrol,Individual,Second Owner,Maruti
17,5.85,14.0,Petrol,Dealer,First Owner,Honda
18,9.5,21.394,Diesel,Dealer,First Owner,Ford
